Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Stanislav Lobotka,sk SVK,MF,28.0,36.5,4,0,0,33,41,0,3,30,39,0,0,0,236,11,23,32.4,Matches
Giovanni Di Lorenzo,it ITA,DF,29.0,35.9,6,0,0,28,37,5,126,24,36,0,0,0,141,27,39,40.9,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,27.0,31.0,2,0,0,41,38,3,20,28,33,0,0,0,174,46,45,50.5,Matches
Khvicha Kvaratskhelia,ge GEO,FW,22.0,30.4,8,0,0,25,80,4,99,13,21,2,0,0,99,11,20,35.5,Matches
Alex Meret,it ITA,GK,26.0,30.8,0,0,0,0,3,0,0,0,0,0,0,0,53,4,1,80.0,Matches
Matteo Politano,it ITA,FW,29.0,26.2,2,1,0,11,38,2,135,15,8,1,0,0,91,3,12,20.0,Matches
Amir Rrahmani,xk KVX,DF,29.0,28.9,5,0,0,19,7,2,4,20,27,0,1,0,140,79,46,63.2,Matches
Juan Jesus,br BRA,DF,32.0,23.5,7,0,0,28,9,0,0,23,19,0,1,0,112,47,47,50.0,Matches
Piotr Zieliński,pl POL,MF,29.0,21.4,1,0,0,15,18,0,89,9,15,0,0,0,87,6,11,35.3,Matches
Victor Osimhen,ng NGA,FW,24.0,22.0,6,1,1,31,31,35,14,2,5,3,0,0,40,37,47,44.0,Matches
Leo Skiri Østigård,no NOR,DF,23.0,18.1,3,0,0,12,12,1,2,16,12,0,0,0,78,58,25,69.9,Matches
Mathías Olivera,uy URU,DF,25.0,17.4,3,0,0,9,17,1,27,20,29,0,0,0,101,37,30,55.2,Matches
Giacomo Raspadori,it ITA,"FW,MF",23.0,17.6,0,0,0,17,19,5,65,3,10,0,0,0,53,7,18,28.0,Matches
Mário Rui,pt POR,DF,32.0,13.4,7,1,1,16,28,1,62,15,15,0,1,0,57,10,27,27.0,Matches
Jens Cajuste,se SWE,MF,23.0,11.3,7,0,0,29,11,1,6,4,24,0,1,0,46,15,17,46.9,Matches
Natan,br BRA,DF,22.0,10.6,3,1,1,13,6,0,5,8,10,0,0,0,39,25,23,52.1,Matches
Giovanni Simeone,ar ARG,FW,28.0,8.9,3,0,0,12,13,6,6,1,4,1,0,0,21,21,22,48.8,Matches
Pierluigi Gollini,it ITA,GK,28.0,7.0,0,0,0,0,1,0,0,1,1,0,0,0,12,2,0,100.0,Matches
Hamed Junior Traorè,ci CIV,MF,23.0,4.2,1,0,0,4,7,1,7,2,2,0,0,0,20,1,5,16.7,Matches
Pasquale Mazzocchi,it ITA,DF,28.0,4.8,0,1,0,9,7,0,14,1,2,0,0,0,21,12,7,63.2,Matches
Elif Elmas,mk MKD,"FW,MF",23.0,3.8,2,0,0,7,6,1,6,2,3,0,0,0,19,1,6,14.3,Matches
Jesper Lindstrøm,dk DEN,"FW,MF",23.0,4.8,2,0,0,6,4,2,12,2,3,0,0,0,15,1,4,20.0,Matches
Cyril Ngonge,be BEL,FW,23.0,3.5,2,0,0,2,10,1,20,0,3,0,0,0,16,4,2,66.7,Matches
Gianluca Gaetano,it ITA,MF,23.0,1.8,1,0,0,3,1,0,3,1,1,1,0,0,15,1,3,25.0,Matches
Alessio Zerbin,it ITA,"FW,DF",24.0,1.7,0,0,0,7,4,0,7,0,2,0,0,0,6,1,1,50.0,Matches
Diego Demme,de GER,MF,31.0,0.8,1,0,0,1,2,0,3,0,1,0,0,0,8,1,0,100.0,Matches
Alessandro Zanoli,it ITA,"DF,FW",22.0,0.6,1,0,0,3,0,0,2,1,1,0,0,0,2,0,2,0.0,Matches
Leander Dendoncker,be BEL,MF,28.0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0,Matches
Nikita Contini Baranovsky,it ITA,GK,27.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Squad Total,0,0,27.2,38.0,77,5,3,381,451,71,737,241,326,8,4,0,1707,470,483,49.3,0
Opponent Total,0,0,26.5,38.0,82,2,0,478,350,75,542,285,393,3,10,1,1596,483,470,50.7,0
